20000000, 1, 11.443050
20000000, 1, 1.000212
20000000, 1, 1.000268
20000000, 1, 1.000285
20000000, 1, 1.000216
20000000, 1, 1.000225
20000000, 1, 1.000256
20000000, 1, 1.000201
20000000, 1, 1.000224
20000000, 1, 1.000261
20000000, 2, 1.000296
20000000, 2, 1.000259
20000000, 2, 1.000429
20000000, 2, 1.000314
20000000, 2, 1.000295
20000000, 2, 1.000250
20000000, 2, 1.000331
20000000, 2, 1.000333
20000000, 2, 1.000867
20000000, 2, 1.000303
20000000, 3, 1.000355
20000000, 3, 1.000301
20000000, 3, 1.000309
20000000, 3, 1.000407
20000000, 3, 1.000367
20000000, 3, 1.000324
20000000, 3, 1.000332
20000000, 3, 1.000312
20000000, 3, 1.000324
20000000, 3, 1.000307
20000000, 4, 1.000351
20000000, 4, 1.000362
20000000, 4, 1.000358
20000000, 4, 1.000388
20000000, 4, 1.000408
20000000, 4, 1.000379
20000000, 4, 1.000396
20000000, 4, 1.000459
20000000, 4, 1.000419
20000000, 4, 1.000433
20000000, 5, 1.000460
20000000, 5, 1.000388
20000000, 5, 1.000460
20000000, 5, 1.000408
20000000, 5, 1.000569
20000000, 5, 1.000402
20000000, 5, 1.000336
20000000, 5, 1.000417
20000000, 5, 1.000419
20000000, 5, 1.000383
20000000, 6, 1.000452
20000000, 6, 1.000437
20000000, 6, 1.000404
20000000, 6, 1.000589
20000000, 6, 1.000550
20000000, 6, 1.000442
20000000, 6, 1.000399
20000000, 6, 1.000403
20000000, 6, 1.000385
20000000, 6, 1.000437
20000000, 7, 1.000544
20000000, 7, 1.000576
20000000, 7, 1.000519
20000000, 7, 1.000462
20000000, 7, 1.000503
20000000, 7, 1.000484
20000000, 7, 1.000542
20000000, 7, 1.000478
20000000, 7, 1.000461
20000000, 7, 1.000606
20000000, 8, 1.000523
20000000, 8, 1.000739
20000000, 8, 1.000798
20000000, 8, 1.000556
20000000, 8, 1.000651
20000000, 8, 1.000601
20000000, 8, 1.000470
20000000, 8, 1.000613
20000000, 8, 1.000551
20000000, 8, 1.000677



20000000, 1, 1.000313
20000000, 1, 1.000276
20000000, 1, 1.000236
20000000, 1, 1.000210
20000000, 1, 1.000232
20000000, 1, 1.000233
20000000, 1, 1.000263
20000000, 1, 1.000210
20000000, 1, 1.000218
20000000, 1, 1.000315
20000000, 2, 1.000302
20000000, 2, 1.000322
20000000, 2, 1.000375
20000000, 2, 1.000287
20000000, 2, 1.000447
20000000, 2, 1.000333
20000000, 2, 1.000278
20000000, 2, 1.000266
20000000, 2, 1.000253
20000000, 2, 1.000268
20000000, 3, 1.000349
20000000, 3, 1.000304
20000000, 3, 1.000399
20000000, 3, 1.000344
20000000, 3, 1.000300
20000000, 3, 1.000320
20000000, 3, 1.000318
20000000, 3, 1.000368
20000000, 3, 1.000352
20000000, 3, 1.000380
20000000, 4, 1.000308
20000000, 4, 1.000398
20000000, 4, 1.000378
20000000, 4, 1.000359
20000000, 4, 1.000308
20000000, 4, 1.000404
20000000, 4, 1.000331
20000000, 4, 1.000534
20000000, 4, 1.000371
20000000, 4, 1.000336
20000000, 5, 1.000413
20000000, 5, 1.000381
20000000, 5, 1.000368
20000000, 5, 1.000337
20000000, 5, 1.000479
20000000, 5, 1.000357
20000000, 5, 1.000489
20000000, 5, 1.000455
20000000, 5, 1.000433
20000000, 5, 1.000353
20000000, 6, 1.000406
20000000, 6, 1.000497
20000000, 6, 1.000382
20000000, 6, 1.000559
20000000, 6, 1.000636
20000000, 6, 1.000435
20000000, 6, 1.000401
20000000, 6, 1.000395
20000000, 6, 1.000478
20000000, 6, 1.000519
20000000, 7, 1.000478
20000000, 7, 1.000487
20000000, 7, 1.000639
20000000, 7, 1.000483
20000000, 7, 1.000700
20000000, 7, 1.000598
20000000, 7, 1.000562
20000000, 7, 1.000630
20000000, 7, 1.000487
20000000, 7, 1.000504
20000000, 8, 1.000649
20000000, 8, 1.000614
20000000, 8, 1.000686
20000000, 8, 1.000536
20000000, 8, 1.000600
20000000, 8, 1.000698
20000000, 8, 1.000559
20000000, 8, 1.000480
20000000, 8, 1.000523
20000000, 8, 1.000530
