1,1
1,2
1,3
1,4
2,5
2,6
4,7
4,8
6,9
6,10
8,11
10,12
14,13
18,14
24,15
29,16
36,17
44,18
58,19
72,20
91,21
113,22
142,23
178,24
226,25
275,26
353,27
404,28
516,29
666,30
720,31
946,32
1236,33
1257,34
1660,35
1544,36
2098,37
2840,38
2489,39
3423,40
2790,41
3894,42
5460,43
4177,44
5983,45
6893,46
6204,47
9039,48
6107,49
9142,50
13489,51
8724,52
13223,53
7970,54
12316,55
18910,56
11000,57
17289,58
18366,59
15104,60
24076,61
12719,62
20767,63
33364,64
17201,65
28357,66
13766,67
23194,68
38572,69
18413,70
31302,71
30374,72
24457,73
41905,74
18568,75
32581,76
48830,77
24568,78
43328,79
17995,80
32442,81
57416,82
23739,83
42867,84
25402,85
31212,86
56695,87
22194,88
41041,89
63749,90
29161,91
54019,92
20147,93
38063,94
71007,95
26318,96
50079,97
17805,98
34427,99
65592,100
23265,101
45182,102
59759,103
30586,104
59297,105
20385,106
40179,107
70721,108
26728,109
52746,110
17626,111
35181,112
69307,113
23056,114
46168,115
41733,116
30412,117
60872,118
19912,119
40213,120
73222,121
26237,122
52895,123
17031,124
34715,125
70010,126
22588,127
45844,128
14701,129
29945,130
60685,131
19547,132
39763,133
57618,134
26107,135
52928,136
17257,137
34884,138
70217,139
23073,140
46653,141
15361,142
30936,143
62182,144
20407,145
41097,146
45684,147
27258,148
54866,149
18268,150
36471,151
69918,152
24376,153
48750,154
16270,155
32585,156
65276,157
21741,158
43498,159
14489,160
28971,161
57958,162
19173,163
38541,164
70545,165
25435,166
51168,167
16662,168
33683,169
67991,170
22074,171
44680,172
14411,173
29388,174
59498,175
19025,176
38889,177
48022,178
25102,179
51287,180
16081,181
33261,182
66272,183
21248,184
43825,185
13391,186
27968,187
57772,188
17661,189
36884,190
15605,191
23332,192
48846,193
14596,194
30856,195
62661,196
19343,197
41038,198
11989,199
25606,200
54053,201
15849,202
33819,203
9646,204
20830,205
44543,206
12728,207
27582,208
43763,209
16898,210
36524,211
10076,212
22217,213
47547,214
13329,215
29440,216
7792,217
17558,218
38736,219
10328,220
23264,221
9354,222
13663,223
30683,224
7837,225
18060,226
40047,227
10386,228
23890,229
5858,230
13765,231
31699,232
7884,233
18425,234
4501,235
10615,236
24738,237
5989,238
14175,239
29610,240
8010,241
18923,242
4503,243
10744,244
24940,245
6095,246
14514,247
3377,248
8182,249
19535,250
4615,251
11097,252
6414,253
6183,254
14913,255
3465,256
8500,257
19927,258
4723,259
11454,260
2603,261
6420,262
15410,263
3573,264
8707,265
2028,266
4917,267
11843,268
2766,269
6743,270
15216,271
3743,272
9034,273
2075,274
5069,275
12279,276
2752,277
6798,278
1534,279
3788,280
9308,281
2094,282
5158,283
5802,284
2863,285
7043,286
1534,287
3879,288
9467,289
2066,290
5263,291
1114,292
2834,293
7129,294
1496,295
3818,296
838,297
2039,298
5260,299
1127,300
2842,301
7043,302
1533,303
3916,304
837,305
2139,306
5407,307
1138,308
2950,309
651,310
1639,311
4135,312
906,313
2242,314
3621,315
1174,316
3050,317
626,318
1644,319
4089,320
866,321
2238,322
434,323
1174,324
3101,325
626,326
1644,327
507,328
855,329
2240,330
460,331
1207,332
3083,333
632,334
1672,335
322,336
857,337
2289,338
447,339
1179,340
242,341
636,342
1664,343
333,344
872,345
1826,346
456,347
1233,348
235,349
624,350
1668,351
324,352
871,353
167,354
444,355
1217,356
217,357
638,358
254,359
317,360
877,361
174,362
468,363
1250,364
243,365
671,366
107,367
328,368
886,369
153,370
427,371
84,372
226,373
605,374
116,375
309,376
758,377
155,378
434,379
88,380
229,381
623,382
128,383
340,384
69,385
184,386
487,387
100,388
260,389
198,390
127,391
342,392
65,393
172,394
462,395
67,396
236,397
37,398
119,399
326,400
56,401
169,402
30,403
78,404
218,405
42,406
109,407
295,408
57,409
154,410
34,411
73,412
210,413
36,414
96,415
22,416
48,417
149,418
28,419
74,420
128,421
55,422
125,423
40,424
63,425
176,426
35,427
82,428
28,429
33,430
105,431
24,432
50,433
19,434
32,435
67,436
25,437
34,438
102,439
18,440
45,441
17,442
28,443
89,444
17,445
39,446
15,447
24,448
63,449
14,450
28,451
56,452
16,453
48,454
18,455
23,456
70,457
10,458
34,459
10,460
14,461
48,462
4,463
16,464
8,465
8,466
24,467
7,468
14,469
40,470
9,471
21,472
5,473
10,474
32,475
9,476
19,477
1,478
5,479
18,480
2,481
3,482
17,483
3,484
5,485
1,487
8,488
1,489
4,490
1,491
3,492
10,493
2,494
5,495
1,497
4,498
2,500
10,501
3,503
4,506
1,507
2,508
1,509
2,510
4,511
1,512
3,513
6,514
2,515
4,516
1,517
3,518
9,519
2,520
3,521
1,522
2,523
5,524
2,525
3,526
1,527
2,528
5,529
1,531
3,532
1,534
1,538
1,542
1,550
1,555
1,557
1,584
1,586
1,597
1,607
1,612
